,type,A_handle,A_follower_count,A_following_count,A_listed_count,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_handle,B_follower_count,B_following_count,B_listed_count,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3
994,RT,liger57,24445,23344,3,81298,,,,CaliTrumpLady,8060,8005,4,17414,,,
995,Tweet,JosephM45693115,20,751,0,569,,,,JosephM45693115,8060,8005,4,17414,,,
996,RT,NGagliolo,179,416,0,821,,,,Adjustedwell,23738,22896,148,82739,,,
997,RT,Smarturthanyua1,143,160,2,6774,,,,Adjustedwell,23738,22896,148,82739,,,
998,RT,karl_kabacci,1016,1188,3,10241,,,,Adjustedwell,23738,22896,148,82739,,,
999,RT,islandgal7,1469,1828,0,28368,,,,JoyLinPark,20271,19262,5,66505,,,
1000,RT,lorelle_brazeau,863,1422,4,11358,,,,Hiqutipie,138778,114611,1734,118800,,,
1001,Tweet,aanpakkuh,45,23,12,3984,,,,aanpakkuh,138778,114611,1734,118800,,,
1002,RT,BillyBoysDaddy,13143,12065,200,361406,,,,JoyLinPark,20271,19262,5,66505,,,
1003,RT,t_zegers,4,90,0,356,,,,DebMatheny,3990,4690,42,91031,,,
1004,RT,Ivanasinus,587,1029,0,21788,,,,Alexandratweet9,2529,1252,9,7461,,,
1005,RT,joymelton,1622,3736,4,125572,,,,Adjustedwell,23738,22896,148,82739,,,
1006,Tweet,TrueNewsGlobal,53323,53008,604,9010,,,,TrueNewsGlobal,23738,22896,148,82739,,,
1007,RT,cccp3o,3278,1581,24,324349,,,,zeusFanHouse,48231,43681,26,323887,,,
1008,RT,ABaivy1968,258,64,1,23683,,,,GlenWoodfin,74930,56608,899,73578,,,
1009,RT,paulaann62,8378,8700,42,155123,,,,Adjustedwell,23738,22896,148,82739,,,
1010,RT,DOMINICLAPORTE1,396,790,1,466,,,,Hiqutipie,138778,114611,1734,118800,,,
1011,Tweet,BrianBollmann,2885,3581,93,19421,,,,BrianBollmann,138778,114611,1734,118800,,,
1012,RT,KerchKerr,72,208,0,4391,,,,GlenWoodfin,74930,56608,899,73578,,,
1013,RT,LFCBazza,269,946,0,11313,,,,Adjustedwell,23738,22896,148,82739,,,
1014,RT,Apri1nParis,4581,5010,40,132764,,,,CatNamus,9089,4758,39,17292,,,
1015,RT,Deepstate6969,1437,1423,14,18316,,,,JamesWhite70001,5088,5600,5,3268,,,
1016,RT,MILTONESPINOZAF,11021,12098,9,650330,,,,PilledDem,4755,4891,1,32857,,,
1017,RT,4evanyr,7872,8148,1,26027,,,,Cocofritz,16809,15179,35,93536,,,
1018,RT,Sundncefn,49395,52059,29,249798,,,,JoyLinPark,20271,19262,5,66505,,,
1019,RT,zeusFanHouse,48231,43681,26,323887,,,,zeusFanHouse,48231,43681,26,323887,,,
1020,Tweet,manuelaforster,17,40,1,141,,,,manuelaforster,48231,43681,26,323887,,,
1021,RT,tjkgolf21,42307,40515,4,118978,,,,tjkgolf21,42307,40515,4,118978,,,
1022,RT,AurelianGirl,1496,478,0,132913,,,,JamesWhite70001,5088,5600,5,3268,,,
1023,RT,zeusFanHouse,48231,43681,26,323887,,,,zeusFanHouse,48231,43681,26,323887,,,
1024,RT,OGdarkeagle61,1482,1742,7,30139,,,,TrueNewsGlobal,53323,53008,604,9010,,,
1025,RT,MILTONESPINOZAF,11021,12098,9,650330,,,,Toni_Scurlock,6221,6825,210,134724,,,
1026,RT,zeusFanHouse,48231,43681,26,323887,,,,zeusFanHouse,48231,43681,26,323887,,,
1027,RT,michael93760260,1611,1530,2,59349,,,,JoyLinPark,20271,19262,5,66505,,,
1028,RT,elividal471,2524,1154,1,32313,,,,Cocofritz,16809,15179,35,93536,,,
1029,RT,zeusFanHouse,48231,43681,26,323887,,,,zeusFanHouse,48231,43681,26,323887,,,
1030,RT,MikeSmi72372459,1303,1262,0,82076,,,,ImabitcSumtimes,78241,74330,16,247367,,,
1031,RT,ad1140,3506,3311,7,92535,,,,GlenWoodfin,74930,56608,899,73578,,,
1032,RT,LindaGleason,160,126,0,12439,,,,JamesWhite70001,5088,5600,5,3268,,,
